state	account_length	area_code	phone_number	international_plan	voice_mail_plan	number_vmail_messages	total_day_minutes	total_day_calls	total_day_charge	total_eve_minutes	total_eve_calls	total_eve_charge	total_night_minutes	total_night_calls	total_night_charge	total_intl_minutes	total_intl_calls	total_intl_charge	number_customer_service_calls	class
TX	19	510	409-3520	0	1	34	156.6	97	26.62	224.2	97	19.06	260.9	135	11.74	11.3	1	3.05	1	0
IL	127	510	353-3285	0	0	0	220.2	108	37.43	188.4	124	16.01	172.7	113	7.77	11.7	3	3.16	2	0
CO	157	415	388-7701	0	0	0	196	74	33.32	213.4	96	18.14	196.8	81	8.86	7.9	6	2.13	1	0
UT	105	415	385-8184	0	0	0	106.4	71	18.09	240.1	83	20.41	147.7	114	6.65	5.3	4	1.43	6	1
NH	155	408	353-6300	0	0	0	216.7	30	36.84	144.3	125	12.27	135.3	106	6.09	10.8	1	2.92	2	0
ID	31	415	389-5649	0	0	0	177.3	129	30.14	152.8	105	12.99	162.9	92	7.33	5.1	2	1.38	0	0
WA	161	415	378-8137	0	0	0	151.6	117	25.77	219.4	87	18.65	224.7	68	10.11	4	5	1.08	1	0
MN	95	408	340-4627	0	1	32	262.2	123	44.57	165.2	82	14.04	194.3	57	8.74	10.6	5	2.86	0	0
NY	122	415	352-6833	0	0	0	173.6	110	29.51	91.7	84	7.79	211.7	103	9.53	9.7	7	2.62	3	0
GA	132	415	368-5437	0	0	0	193.3	106	32.86	128.3	94	10.91	162.1	119	7.29	11.6	4	3.13	5	1
HI	119	408	418-8170	0	1	24	217.2	94	36.92	138.7	52	11.79	139.3	85	6.27	11.3	4	3.05	0	0
NJ	129	415	348-9828	0	0	0	168.4	117	28.63	217.1	129	18.45	81.6	100	3.67	11.8	7	3.19	1	0
FL	116	408	418-8850	0	0	0	146.4	123	24.89	176.6	113	15.01	212.6	102	9.57	7.8	5	2.11	1	0
CA	60	415	330-8351	1	0	0	183	110	31.11	206.7	93	17.57	203.8	119	9.17	11.1	6	3	1	0
KS	128	415	347-7773	0	0	0	103.3	122	17.56	245.9	123	20.9	161.1	95	7.25	6.4	7	1.73	0	0
AK	173	510	349-9060	0	0	0	172.5	78	29.33	142.6	91	12.12	102	63	4.59	10.9	2	2.94	0	0
OR	157	510	334-1311	0	1	30	194.3	107	33.03	243.2	108	20.67	322.2	114	14.5	7.1	5	1.92	1	0
MS	66	408	415-3120	0	1	32	187.8	117	31.93	129.8	90	11.03	132.3	113	5.95	12	3	3.24	2	0
VT	50	415	387-5891	1	1	26	307.1	94	52.21	289.4	78	24.6	174.9	109	7.87	8	3	2.16	0	0
KS	130	510	332-9446	0	0	0	154	95	26.18	205.9	106	17.5	233.7	75	10.52	12.9	1	3.48	1	0
NV	143	408	393-5284	0	0	0	155.5	101	26.44	213.4	89	18.14	237.9	61	10.71	7.6	11	2.05	1	0
DE	89	510	376-1677	1	0	0	125.6	108	21.35	213	90	18.11	181.7	108	8.18	5.4	5	1.46	1	0
IN	108	415	392-2268	0	0	0	199.3	104	33.88	224.2	92	19.06	140.1	57	6.3	15.2	2	4.1	0	0
TX	32	408	396-4311	0	0	0	157.9	88	26.84	180.8	132	15.37	132.5	102	5.96	12.8	3	3.46	1	0
CA	72	408	337-7377	0	1	39	92.8	98	15.78	271.2	115	23.05	167.1	83	7.52	5.8	7	1.57	1	0
IA	134	415	373-7037	0	1	32	216.8	78	36.86	102.2	111	8.69	174	83	7.83	8.6	2	2.32	0	0
GA	90	415	390-3401	0	0	0	113.2	108	19.24	189.3	63	16.09	271.8	124	12.23	14.1	4	3.81	3	0
WI	111	415	350-9313	0	1	36	166.2	54	28.25	238.8	109	20.3	108.8	92	4.9	11.2	2	3.02	3	0
MD	172	408	346-5068	0	0	0	287.1	108	48.81	178.4	125	15.16	153.2	98	6.89	14.4	2	3.89	3	1
IN	154	510	389-2631	0	1	32	192.3	82	32.69	165.3	134	14.05	205	74	9.23	9	1	2.43	2	0
ME	69	510	368-3808	0	0	0	194.2	122	33.01	242.1	81	20.58	215.8	80	9.71	9.7	3	2.62	2	0
DC	123	415	406-8599	0	0	0	211	92	35.87	217	102	18.45	214.8	104	9.67	9.8	7	2.65	3	0
TN	130	415	386-7456	0	1	12	141.9	92	24.12	228.9	102	19.46	195.1	101	8.78	8.7	5	2.35	0	0
FL	142	415	357-4936	0	1	26	220.5	94	37.49	239.5	126	20.36	254.3	109	11.44	5.9	9	1.59	2	0
WA	29	415	397-7411	0	0	0	157.4	122	26.76	145	75	12.33	281.8	92	12.68	9.3	2	2.51	1	0
TN	146	408	416-8543	1	0	0	160.1	63	27.22	208.4	112	17.71	177.6	98	7.99	9.2	3	2.48	2	0
MD	88	415	358-4576	1	0	0	235.1	98	39.97	251.8	79	21.4	285.9	76	12.87	7.2	2	1.94	4	1
NM	119	415	352-5118	1	1	15	160	95	27.2	209.5	110	17.81	82.3	107	3.7	8.7	5	2.35	5	1
VT	48	510	408-2621	0	0	0	188.4	63	32.03	165.9	89	14.1	205.7	71	9.26	13.2	2	3.56	1	0
IN	100	510	367-4277	0	0	0	247.8	117	42.13	130	95	11.05	134.3	125	6.04	6.9	2	1.86	1	0
MO	98	415	354-3237	0	0	0	221.2	80	37.6	213.6	104	18.16	291.8	89	13.13	11.9	3	3.21	4	0
DC	180	415	370-4139	0	1	33	231.8	78	39.41	232.9	79	19.8	206.9	121	9.31	7.6	4	2.05	1	0
MO	86	415	385-3111	0	0	0	83.5	96	14.2	221.1	63	18.79	349.7	75	15.74	12.6	3	3.4	0	0
IL	78	415	343-7019	1	0	0	236.8	141	40.26	265.3	101	22.55	152.4	77	6.86	9.5	2	2.57	1	1
NE	154	415	363-6896	0	0	0	191.4	93	32.54	205.4	119	17.46	205.7	121	9.26	10.2	3	2.75	3	0
CT	144	510	416-9021	1	1	35	174.8	127	29.72	219.6	93	18.67	255.8	90	11.51	12.8	3	3.46	0	0
WV	48	408	408-3269	0	0	0	275.2	67	46.78	180.2	108	15.32	159	110	7.15	7.9	2	2.13	1	0
MS	126	415	417-4309	0	0	0	228.7	102	38.88	168.7	99	14.34	223.5	100	10.06	11.8	4	3.19	1	0
MN	122	415	421-2659	0	0	0	107.9	88	18.34	235.8	109	20.04	228.6	119	10.29	9.5	3	2.57	2	0
LA	95	415	411-6294	0	0	0	141.1	84	23.99	211.4	108	17.97	103.7	127	4.67	5.9	6	1.59	3	0
ME	80	408	332-9525	0	1	31	166.4	92	28.29	238.3	74	20.26	150.7	84	6.78	10.7	4	2.89	4	0
KS	131	415	401-5012	0	1	28	249.6	87	42.43	227.2	138	19.31	239.9	92	10.8	7.6	3	2.05	3	0
KS	36	510	368-8835	0	0	0	178.6	83	30.36	213.1	103	18.11	198	119	8.91	10.9	5	2.94	1	0
MT	25	415	359-7694	0	0	0	134.3	98	22.83	202.3	109	17.2	195.9	100	8.82	12.6	5	3.4	2	0
MT	113	415	419-5505	0	0	0	215.9	93	36.7	240.1	85	20.41	156.7	123	7.05	4.9	5	1.32	3	0
AK	120	415	366-6991	0	0	0	178.4	97	30.33	168.3	113	14.31	120.5	93	5.42	9.3	9	2.51	1	0
LA	162	510	373-6681	0	1	33	184.5	139	31.37	183.2	78	15.57	127.4	106	5.73	12.3	6	3.32	0	0
OR	177	408	393-2812	0	0	0	84.9	77	14.43	257.5	109	21.89	210.5	66	9.47	7.5	5	2.03	2	0
WI	91	510	398-3176	0	0	0	217.9	71	37.04	230.1	116	19.56	232.1	110	10.44	10.6	2	2.86	1	0
KS	24	510	369-5449	0	0	0	243	91	41.31	183.9	77	15.63	184.3	109	8.29	15.3	6	4.13	0	1
IA	86	408	390-3873	0	0	0	126.3	115	21.47	168.8	112	14.35	154.6	95	6.96	9.8	7	2.65	2	0
NE	91	510	339-6968	0	0	0	159	109	27.03	255.1	142	21.68	82.4	73	3.71	10.1	4	2.73	0	0
ID	56	510	379-5933	0	0	0	150.9	79	25.65	161.8	87	13.75	167.7	115	7.55	11.7	5	3.16	3	0
TN	108	510	356-8449	0	1	34	162.1	83	27.56	171.8	117	14.6	259.8	76	11.69	9.6	3	2.59	4	1
ND	136	510	375-8596	1	0	0	256.8	90	43.66	230.1	104	19.56	143.6	82	6.46	9.1	10	2.46	3	0
MT	116	415	384-5907	0	1	35	182.8	122	31.08	212.7	119	18.08	193.8	103	8.72	11	2	2.97	1	0
NV	81	415	395-5783	0	0	0	145.4	132	24.72	129.3	91	10.99	186.4	109	8.39	5.2	4	1.4	1	0
TX	87	415	420-7301	0	0	0	169.1	105	28.75	169.9	102	14.44	244.9	106	11.02	9.9	10	2.67	3	0
ME	116	510	328-2478	0	0	0	229.3	93	38.98	184.5	111	15.68	168.2	91	7.57	8.8	3	2.38	2	0
RI	85	415	381-2460	1	0	0	197.2	97	33.52	211.7	115	17.99	210.1	133	9.45	8.3	4	2.24	4	0
MN	62	510	390-9811	0	1	33	186.4	84	31.69	201	136	17.09	286.7	103	12.9	11.1	3	3	2	1
NH	90	415	373-5670	0	0	0	76.1	121	12.94	290.3	73	24.68	236.9	89	10.66	10.8	3	2.92	0	0
UT	73	415	394-9934	0	0	0	182.3	115	30.99	199.2	97	16.93	120.2	113	5.41	18	5	4.86	1	0
RI	107	510	422-8268	1	0	0	194.4	83	33.05	247.8	84	21.06	245.4	93	11.04	11.2	7	3.02	2	0
NH	55	408	373-7690	0	1	20	189.3	95	32.18	118.6	113	10.08	250.2	102	11.26	12.5	4	3.38	2	0
AK	76	415	366-9781	0	1	22	160.1	107	27.22	168.7	136	14.34	23.2	102	1.04	9.5	4	2.57	3	0
AZ	157	415	389-9783	0	0	0	220.7	105	37.52	119.3	127	10.14	165.1	113	7.43	11.5	7	3.11	4	0
MA	40	408	351-7005	0	1	31	224.7	69	38.2	134.5	81	11.43	120.3	104	5.41	7.5	5	2.03	1	1
WY	95	415	340-4236	0	1	39	260.8	130	44.34	213.4	111	18.14	195.6	97	8.8	10.1	5	2.73	1	0
MT	74	415	335-9066	0	0	0	162.7	102	27.66	292	105	24.82	183.3	80	8.25	8.7	6	2.35	0	0
ND	81	408	362-7581	1	1	37	237.1	76	40.31	264.2	125	22.46	271.3	120	12.21	7.9	3	2.13	1	0
MI	81	408	346-1095	0	0	0	166.2	102	28.25	217.6	112	18.5	220.2	68	9.91	13.2	2	3.56	4	0
MT	28	415	357-9136	0	0	0	121.7	48	20.69	125.8	112	10.69	261.6	122	11.77	8.3	2	2.24	6	1
AL	111	510	390-7863	0	0	0	176.4	62	29.99	201	124	17.09	150.4	138	6.77	11.2	2	3.02	0	0
NV	3	510	344-2416	0	1	27	67.4	116	11.46	244	78	20.74	281.1	93	12.65	11.4	2	3.08	2	0
MI	51	415	373-1448	0	0	0	229.7	129	39.05	336	104	28.56	192.8	128	8.68	9.6	1	2.59	1	1
NY	163	408	413-2241	0	0	0	247.7	77	42.11	269.5	108	22.91	167.3	82	7.53	9.6	7	2.59	0	1
MN	109	408	414-7410	0	0	0	162.6	138	27.64	154	109	13.09	209.7	118	9.44	11.5	4	3.11	0	0
UT	144	415	416-9615	0	0	0	139.6	96	23.73	124.2	93	10.56	95.6	75	4.3	15	4	4.05	2	0
OR	135	415	377-1293	0	0	0	263.8	66	44.85	251.3	116	21.36	200.1	112	9	8.4	2	2.27	5	1
SC	109	415	388-6479	0	1	46	217.5	123	36.98	233.7	84	19.86	163.9	99	7.38	9	3	2.43	4	0
IL	107	415	390-2755	0	1	14	114.3	132	19.43	199.8	91	16.98	194.7	74	8.76	7.5	8	2.03	1	0
OH	149	408	340-5930	0	0	0	196.3	108	33.37	136.8	96	11.63	154.7	87	6.96	7.7	3	2.08	2	0
CA	92	408	355-9324	0	0	0	249.4	118	42.4	211.5	95	17.98	169	116	7.61	9.1	3	2.46	0	0
ID	166	415	385-1830	0	0	0	220.7	106	37.52	177.8	118	15.11	206.1	102	9.27	12.4	9	3.35	1	0
OR	66	408	348-7409	0	0	0	87.6	76	14.89	262	111	22.27	184.6	125	8.31	9.2	5	2.48	1	0
GA	76	408	361-4910	0	0	0	203.6	61	34.61	161.7	127	13.74	175.9	97	7.92	8.4	3	2.27	0	0
ME	79	415	415-6578	0	0	0	213.6	110	36.31	234.9	121	19.97	229.6	157	10.33	8.8	3	2.38	2	0
HI	98	415	395-5015	0	1	31	181.6	112	30.87	220.7	100	18.76	236.3	121	10.63	12.9	4	3.48	2	0
IA	46	510	380-5873	0	0	0	199.2	111	33.86	175.1	83	14.88	210.6	84	9.48	10.2	2	2.75	3	0
CT	137	415	372-5384	0	0	0	115	130	19.55	137.8	83	11.71	224	61	10.08	7.3	4	1.97	3	0
NY	137	415	389-2540	1	0	0	174	123	29.58	161.3	115	13.71	260.7	98	11.73	11.4	3	3.08	2	0
WA	45	510	399-3083	0	0	0	78.6	106	13.36	187.3	110	15.92	184.2	111	8.29	7.4	5	2	1	1
WI	90	415	420-8308	0	0	0	200.9	92	34.15	164.3	91	13.97	249	98	11.21	8.9	7	2.4	1	0
TN	103	415	384-7724	0	0	0	141.3	123	24.02	253.6	87	21.56	215.8	96	9.71	6.4	2	1.73	1	0
CT	100	415	389-2114	0	0	0	235.8	130	40.09	176	69	14.96	63.6	122	2.86	7.3	1	1.97	2	0
NH	124	415	370-5361	0	0	0	254.3	113	43.23	78.9	104	6.71	153.2	69	6.89	11.8	2	3.19	2	0
MT	10	510	374-5965	0	0	0	183	103	31.11	214.8	77	18.26	206.4	73	9.29	8.7	6	2.35	2	0
NE	89	415	420-6414	0	1	29	163.5	80	27.8	274.8	136	23.36	381.9	147	17.19	7.5	5	2.03	2	0
WI	101	415	352-7234	0	0	0	248.6	102	42.26	174.9	93	14.87	207.2	86	9.32	6.1	3	1.65	3	0
WI	51	408	350-7288	0	0	0	197.8	60	33.63	221	64	18.79	168.6	134	7.59	8.9	5	2.4	1	0
DE	2	415	415-8448	1	0	0	132.1	42	22.46	138.9	88	11.81	192.6	119	8.67	9.1	1	2.46	2	1
NH	111	510	392-6331	0	0	0	197.1	117	33.51	227.8	128	19.36	214	101	9.63	9.3	11	2.51	0	0
VA	118	415	392-3315	0	0	0	154.6	112	26.28	184.2	105	15.66	217.4	102	9.78	12.6	5	3.4	2	0
TN	17	510	382-5401	0	1	31	153.1	115	26.03	185.9	59	15.8	224.3	102	10.09	10	1	2.7	6	1
VA	130	408	389-7012	0	0	0	211.2	119	35.9	231.1	120	19.64	220.9	80	9.94	6.3	9	1.7	2	0
TN	114	510	343-3846	0	0	0	172	145	29.24	276.4	101	23.49	193.7	100	8.72	10.1	9	2.73	1	0
MT	185	408	422-4394	0	1	29	151.1	121	25.69	244.7	88	20.8	154.4	91	6.95	13.8	2	3.73	2	0
OK	101	408	405-1780	0	0	0	209.6	107	35.63	228.8	96	19.45	172.4	85	7.76	7.6	2	2.05	3	0
NV	7	408	355-8299	0	1	30	221.4	114	37.64	165.8	116	14.09	247	105	11.12	10.8	12	2.92	1	0
KS	126	408	379-8681	0	0	0	321.3	99	54.62	167.9	93	14.27	193.6	106	8.71	8	4	2.16	1	1
WY	71	415	409-7034	0	0	0	243.7	124	41.43	60	90	5.1	189	129	8.5	11.3	2	3.05	0	0
WA	90	415	374-9576	1	0	0	148.2	96	25.19	220.4	111	18.73	134.2	97	6.04	9.2	1	2.48	4	1
IL	31	415	396-5790	0	1	28	210.5	101	35.79	250.5	86	21.29	241.6	125	10.87	11.5	2	3.11	1	0
MD	73	510	341-1412	0	0	0	254.7	80	43.3	90.2	79	7.67	153.4	60	6.9	10.6	8	2.86	0	0
MA	111	415	387-7371	0	0	0	284.4	89	48.35	157	113	13.35	242.8	91	10.93	8.4	8	2.27	0	1
SD	98	415	392-2555	0	0	0	0	0	0	159.6	130	13.57	167.1	88	7.52	6.8	1	1.84	4	1
PA	106	408	403-9167	1	0	0	133.7	45	22.73	187.8	107	15.96	181.9	89	8.19	10.7	2	2.89	1	1
WA	136	415	359-2915	0	1	16	90.4	105	15.37	201.3	109	17.11	227.1	115	10.22	13.1	4	3.54	0	0
ME	123	408	381-4562	0	0	0	114.4	91	19.45	216.6	123	18.41	250.6	102	11.28	11	3	2.97	0	0
WI	105	408	406-2213	0	0	0	147.7	103	25.11	222.7	78	18.93	163.5	102	7.36	12.8	3	3.46	2	0
IA	118	415	332-4289	0	0	0	136.1	120	23.14	204.2	103	17.36	228.2	90	10.27	11.3	4	3.05	1	0
VT	73	415	414-1496	0	0	0	217.8	91	37.03	220.6	97	18.75	277.3	89	12.48	10.3	6	2.78	1	1
WY	64	415	385-1985	0	0	0	206.2	76	35.05	232.4	76	19.75	251.6	96	11.32	13.6	2	3.67	1	0
WV	63	510	329-7102	0	0	0	132.9	122	22.59	67	62	5.7	160.4	121	7.22	9.9	2	2.67	3	0
OK	117	415	394-2553	0	1	31	104.9	115	17.83	237.6	125	20.2	263.4	104	11.85	7.7	6	2.08	3	0
VA	94	415	384-9254	1	0	0	235.6	131	40.05	194.8	107	16.56	170.6	93	7.68	8.6	4	2.32	1	0
ND	190	415	391-5442	0	0	0	169.4	102	28.8	253.5	113	21.55	197.1	93	8.87	8.9	5	2.4	1	0
SC	108	415	399-6233	0	0	0	112	105	19.04	193.7	110	16.46	208.9	93	9.4	4.1	4	1.11	4	1
VT	84	415	403-5552	0	1	42	214.3	112	36.43	188.2	107	16	333.5	117	15.01	11.3	10	3.05	0	0
OH	65	415	405-3097	0	0	0	245.7	139	41.77	241.9	113	20.56	285.3	117	12.84	4.2	5	1.13	4	1
IL	58	415	404-9348	1	1	43	142.8	96	24.28	272.3	100	23.15	193.4	105	8.7	8.9	4	2.4	1	0
MO	36	415	336-1462	0	0	0	202.4	115	34.41	230.7	115	19.61	202	127	9.09	10.2	2	2.75	3	0
WI	54	415	364-8981	0	0	0	116.8	119	19.86	123.1	123	10.46	217.5	101	9.79	12	2	3.24	1	0
NJ	45	510	412-7606	0	0	0	155.7	110	26.47	260.3	103	22.13	192.2	98	8.65	11	1	2.97	1	0
GA	125	415	380-6342	0	1	39	236.1	107	40.14	289.2	110	24.58	175.4	107	7.89	9.1	4	2.46	2	0
CT	141	408	367-3648	0	0	0	51.9	108	8.82	162	83	13.77	223.5	115	10.06	10.1	3	2.73	3	0
AZ	113	510	341-5892	0	0	0	81.3	116	13.82	220.6	124	18.75	235.7	113	10.61	8.9	3	2.4	0	0
SD	20	415	334-4678	0	1	35	171.5	98	29.16	153.1	127	13.01	165.6	125	7.45	7.1	3	1.92	0	0
CT	212	415	366-6751	0	0	0	126	96	21.42	144.3	80	12.27	302.8	102	13.63	7.6	3	2.05	1	0
IN	99	415	397-8512	1	0	0	197.2	127	33.52	156	92	13.26	204.1	99	9.18	9.9	6	2.67	4	0
OH	94	510	367-9495	0	0	0	194.1	62	33	227.2	54	19.31	190.4	115	8.57	15.3	4	4.13	1	0
NY	40	510	379-2991	0	0	0	115.7	105	19.67	127.8	113	10.86	107.5	91	4.84	9.3	6	2.51	1	0
HI	105	510	394-3806	0	0	0	227.4	121	38.66	268.5	89	22.82	143.3	82	6.45	13	4	3.51	1	0
UT	103	415	368-5647	0	0	0	189.8	110	32.27	115.5	83	9.82	191.3	103	8.61	12.2	4	3.29	0	0
TX	98	408	371-2316	0	1	19	110.5	87	18.79	227.8	97	19.36	243.6	84	10.96	11	4	2.97	1	0
AZ	104	408	420-3346	0	0	0	167.6	116	28.49	219.2	112	18.63	215.9	94	9.72	11.7	2	3.16	4	0
NE	70	415	421-8535	0	0	0	213.4	86	36.28	204.7	77	17.4	256.6	101	11.55	5.7	4	1.54	1	0
NV	87	510	331-8484	0	1	39	82.6	113	14.04	224.4	63	19.07	163.6	88	7.36	9.5	1	2.57	3	0
MT	125	510	366-5829	0	0	0	143.2	80	24.34	88.1	94	7.49	233.2	135	10.49	8.8	7	2.38	4	1
NM	232	408	386-9177	0	0	0	165.6	104	28.15	195.9	115	16.65	118.3	77	5.32	11.8	3	3.19	1	0
NH	133	408	401-1454	0	0	0	162.1	91	27.56	212.1	94	18.03	260.4	78	11.72	12.2	5	3.29	1	0
NC	103	510	379-2508	0	0	0	166.6	84	28.32	192.4	91	16.35	167.9	115	7.56	7.7	6	2.08	1	0
MT	131	415	353-3492	0	1	24	135.9	60	23.1	233.2	78	19.82	210.6	121	9.48	9.4	4	2.54	1	0
LA	99	510	379-9821	0	0	0	142.3	89	24.19	204.5	95	17.38	203.1	114	9.14	9.1	1	2.46	0	0
NV	27	510	398-7414	0	0	0	177.6	121	30.19	296.8	92	25.23	192.9	106	8.68	7.6	3	2.05	3	0
AK	141	408	338-8566	0	0	0	83.2	74	14.14	190.6	104	16.2	150.5	79	6.77	10.7	7	2.89	1	0
OH	29	415	397-3058	1	1	37	235	101	39.95	183.3	79	15.58	139.8	106	6.29	5.7	7	1.54	2	0
NM	65	415	389-8096	0	0	0	105.7	95	17.97	141.8	100	12.05	180.5	105	8.12	6.6	12	1.78	2	0
MI	81	415	393-6840	1	0	0	149.4	68	25.4	171.9	98	14.61	214.5	97	9.65	17.9	3	4.83	3	1
WY	107	510	411-5740	0	1	31	160.3	45	27.25	221.5	70	18.83	261.6	109	11.77	5.6	1	1.51	1	0
VA	86	415	383-4322	0	1	30	99.9	84	16.98	263.5	125	22.4	254.7	90	11.46	9.8	7	2.65	2	0
AL	96	415	410-5455	1	0	0	200.6	117	34.1	289.5	120	24.61	98.3	95	4.42	11.2	5	3.02	2	0
WV	48	415	367-2056	0	1	34	198	70	33.66	273.7	121	23.26	217.9	71	9.81	7.6	4	2.05	1	0
NJ	127	510	363-6695	0	0	0	239.8	107	40.77	128.9	121	10.96	249.9	110	11.25	11.3	5	3.05	1	0
MI	83	510	333-7460	0	1	26	226.4	117	38.49	234.7	97	19.95	133.6	82	6.01	10.8	7	2.92	1	0
VT	122	415	386-6535	0	0	0	136.7	115	23.24	243.1	137	20.66	188.9	110	8.5	8.6	4	2.32	0	0
WA	136	408	403-5575	0	0	0	152.6	97	25.94	208.9	85	17.76	119.1	99	5.36	5	10	1.35	1	0
NC	172	408	331-5962	0	1	47	274.9	102	46.73	186.6	118	15.86	245	123	11.03	8.8	2	2.38	1	0
SD	113	415	406-4560	1	0	0	204.3	82	34.73	188.8	115	16.05	139.4	97	6.27	9.2	7	2.48	1	0
WV	79	415	359-6931	0	0	0	222.3	99	37.79	146.2	82	12.43	275.6	82	12.4	8.9	4	2.4	3	0
CO	192	415	370-8379	0	0	0	221.6	101	37.67	285.2	50	24.24	167.4	83	7.53	12.7	6	3.43	4	0
NV	93	408	335-3880	0	0	0	114.3	100	19.43	221.1	103	18.79	126.3	88	5.68	10.9	9	2.94	0	0
VA	77	510	367-1398	0	0	0	144.9	136	24.63	151.3	115	12.86	252.4	73	11.36	12.3	3	3.32	2	0
UT	105	415	395-7857	0	1	40	236.5	111	40.21	117	110	9.95	221.1	115	9.95	8.1	3	2.19	2	0
UT	133	408	398-8745	0	1	44	174	80	29.58	209.4	113	17.8	224.1	87	10.08	14.1	7	3.81	2	1
MO	131	408	386-3717	0	0	0	109.5	95	18.62	332.1	48	28.23	258.6	108	11.64	6.6	7	1.78	1	0
CT	106	510	330-1175	0	1	33	81.6	120	13.87	235.6	85	20.03	150.9	113	6.79	9.9	4	2.67	1	0
SC	145	408	377-6635	0	0	0	39.5	78	6.72	264.3	106	22.47	185.8	90	8.36	10	6	2.7	0	0
CO	37	408	408-1513	0	0	0	199.5	107	33.92	207.5	110	17.64	83.9	123	3.78	8.1	4	2.19	2	0
ID	87	415	370-7546	0	0	0	156.8	93	26.66	215.8	68	18.34	223.3	77	10.05	7.6	6	2.05	1	0
AL	69	415	389-4278	0	0	0	183.4	85	31.18	237.6	100	20.2	228	94	10.26	9	5	2.43	3	0
CO	83	510	379-3012	0	0	0	132.4	120	22.51	121.6	101	10.34	197.7	84	8.9	8.6	2	2.32	1	0
DE	67	415	413-7743	1	1	35	181.1	59	30.79	215.9	116	18.35	216.3	106	9.73	16.9	4	4.56	0	1
MD	76	415	400-7002	1	0	0	273.3	66	46.46	263.6	121	22.41	165.2	84	7.43	12	7	3.24	1	1
IL	86	415	395-7435	1	0	0	266.1	120	45.24	182	92	15.47	206.5	103	9.29	10.3	4	2.78	1	0
PA	140	408	336-7143	0	0	0	112.8	89	19.18	156.7	65	13.32	249.6	85	11.23	16.3	6	4.4	0	0
NH	121	510	346-6352	0	1	35	193.8	62	32.95	197.6	97	16.8	218.8	95	9.85	5.9	4	1.59	0	0
NJ	66	415	410-5713	0	1	16	174.7	92	29.7	232.1	105	19.73	305.4	98	13.74	8.9	2	2.4	1	0
WI	78	408	408-5916	0	0	0	87	102	14.79	193.6	64	16.46	205.8	120	9.26	11	5	2.97	0	0
NV	107	510	419-9688	1	0	0	234.1	91	39.8	163.1	105	13.86	282.5	100	12.71	10	3	2.7	1	0
AR	107	415	343-5219	1	0	0	133.3	106	22.66	182.9	89	15.55	241.1	123	10.85	12.9	2	3.48	3	1
GA	189	408	336-3488	0	0	0	227.4	84	38.66	176	81	14.96	206.1	120	9.27	6.3	4	1.7	2	0
NV	161	415	414-6426	0	0	0	72.8	120	12.38	267.1	120	22.7	222.5	91	10.01	11.8	2	3.19	2	0
TN	1	415	335-5591	0	0	0	196.1	107	33.34	296.5	82	25.2	211.5	91	9.52	7	2	1.89	1	0
DE	89	408	421-9144	0	0	0	197.1	110	33.51	165.9	115	14.1	227.3	106	10.23	12.8	3	3.46	1	0
NY	64	408	422-7728	0	0	0	219.6	126	37.33	303.3	100	25.78	154.5	65	6.95	9.7	5	2.62	1	0
IA	129	415	398-7978	0	0	0	216	85	36.72	186.9	114	15.89	210.7	109	9.48	4.9	10	1.32	2	0
VT	128	510	346-8368	0	1	32	222.9	136	37.89	262	80	22.27	191.4	101	8.61	10.8	4	2.92	0	0
LA	81	415	392-2722	0	1	36	115.9	120	19.7	236.6	95	20.11	255	90	11.48	11.7	6	3.16	3	0
MT	114	510	393-3274	0	0	0	189.8	101	32.27	147.7	80	12.55	172.7	121	7.77	10.6	5	2.86	1	0
WV	86	415	349-7138	0	0	0	136.4	104	23.19	202.5	110	17.21	230.7	86	10.38	11.5	1	3.11	3	0
SC	64	510	333-8822	0	1	40	210	116	35.7	232.7	89	19.78	168.8	94	7.6	5.9	4	1.59	8	0
WV	57	415	419-6418	1	1	17	236.5	94	40.21	163.1	94	13.86	236.7	117	10.65	12.2	3	3.29	2	0
OH	65	510	351-8955	0	0	0	153.9	117	26.16	220.1	122	18.71	280.5	147	12.62	8.5	3	2.3	2	0
MD	163	408	338-1840	0	0	0	223	120	37.91	227	98	19.3	188.3	125	8.47	8.8	5	2.38	1	0
MD	136	415	336-6997	0	0	0	252.4	74	42.91	167.9	81	14.27	248.3	110	11.17	10.7	3	2.89	2	0
NE	93	408	332-4291	0	0	0	152.4	74	25.91	274.6	88	23.34	252.2	120	11.35	6.6	5	1.78	3	0
MN	142	510	355-7895	0	1	40	237.4	105	40.36	175.9	93	14.95	210.3	110	9.46	9.2	3	2.48	3	0
NY	92	408	348-2916	0	0	0	265.6	82	45.15	180.7	75	15.36	211.1	113	9.5	8.6	2	2.32	1	0
NH	174	408	336-2829	0	0	0	139.4	96	23.7	143.4	108	12.19	225.2	107	10.13	10	5	2.7	2	0
UT	68	415	403-8916	0	0	0	213.9	112	36.36	260.5	100	22.14	233.8	97	10.52	8.4	3	2.27	1	1
WA	104	415	390-2320	0	0	0	139.7	78	23.75	202.6	119	17.22	203.6	102	9.16	11.3	5	3.05	2	0
CT	134	408	398-8578	0	0	0	177.2	91	30.12	228.7	105	19.44	194.3	113	8.74	8.9	3	2.4	2	0
KY	108	415	393-9424	0	1	35	169.8	136	28.87	173.7	101	14.76	214.6	105	9.66	9.5	7	2.57	2	0
ND	62	510	340-6339	0	0	0	159.9	100	27.18	172.2	99	14.64	263.2	109	11.84	5.6	4	1.51	1	0
